lambda,radiance
0.4,7.596
0.401,
0.402,7.79
0.403,7.79
0.404,7.985
0.405,7.985
0.406,7.985
0.40700000000000003,8.241
0.40800000000000003,8.241
0.40900000000000003,8.5
0.41000000000000003,8.5
0.41100000000000003,8.5
0.41200000000000003,8.809
0.41300000000000003,8.809
0.41400000000000003,9.12
0.41500000000000004,9.12
0.41600000000000004,9.12
0.41700000000000004,9.062
0.41800000000000004,9.062
0.41900000000000004,8.999
0.42000000000000004,8.999
0.42100000000000004,8.999
0.42200000000000004,9.045
0.42300000000000004,9.045
0.42400000000000004,9.089
0.42500000000000004,9.089
0.42600000000000005,9.089
0.42700000000000005,8.672
0.42800000000000005,8.672
0.42900000000000005,8.242
0.43000000000000005,8.242
0.43100000000000005,8.242
0.43200000000000005,9.047
0.43300000000000005,9.047
0.43400000000000005,9.867
0.43500000000000005,9.867
0.43600000000000005,9.867
0.437,10.055
0.438,10.055
0.439,10.244
0.44,10.244
0.441,10.244
0.442,10.749
0.443,10.749
0.444,11.253
0.445,11.253
0.446,11.253
0.447,11.729
0.448,11.729
0.449,12.212
0.45,12.212
0.451,12.212
0.452,12.207
0.453,12.207
0.454,12.197
0.455,12.197
0.456,12.197
0.457,12.345
0.458,12.345
0.459,12.492
0.46,12.492
0.461,12.492
0.462,12.495
0.463,12.495
0.464,12.516
0.465,12.516
0.466,12.516
0.467,12.543
0.468,12.543
0.46900000000000003,12.548
0.47000000000000003,12.548
0.47100000000000003,
0.47200000000000003,12.733
0.47300000000000003,12.733
0.47400000000000003,12.91
0.47500000000000003,12.91
0.47600000000000003,12.91
0.47700000000000004,13.098
0.47800000000000004,13.098
0.47900000000000004,13.285
0.48000000000000004,13.285
0.48100000000000004,13.285
0.48200000000000004,12.781
0.48300000000000004,12.781
0.48400000000000004,12.273
0.48500000000000004,12.273
0.48600000000000004,12.273
0.48700000000000004,12.537
0.488,12.537
0.489,12.797
0.49,12.797
0.491,12.797
0.492,12.994
0.493,12.994
0.494,13.19
0.495,13.19
0.496,13.19
0.497,12.963
0.498,12.963
0.499,12.732
0.5,12.732
0.501,12.732
0.502,12.89
0.503,12.89
0.504,13.047
0.505,13.047
0.506,13.047
0.507,13.117
0.508,13.117
0.509,13.188
0.51,13.188
0.511,13.188
0.512,12.858
0.513,12.858
0.514,12.524
0.515,12.524
0.516,
0.517,12.484
0.518,12.484
0.519,12.439
0.52,12.439
0.521,12.439
0.522,12.664
0.523,12.664
0.524,12.888
0.525,12.888
0.526,12.888
0.527,13.079
0.528,13.079
0.529,13.265
0.53,13.265
0.531,13.265
0.532,13.242
0.533,13.242
0.534,13.236
0.535,13.236
0.536,13.236
0.537,13.112
0.538,13.112
0.539,12.986
0.54,12.986
0.541,12.986
0.542,13.11
0.543,13.11
0.544,13.228
0.545,13.228
0.546,13.228
0.547,13.226
0.548,13.226
0.549,13.222
0.55,13.222
0.551,
0.552,13.237
0.553,13.237
0.554,13.251
0.555,13.251
0.556,13.251
0.557,13.087
0.558,13.087
0.559,12.922
0.56,12.922
0.561,12.922
0.562,12.994
0.5630000000000001,12.994
0.5640000000000001,13.068
0.5650000000000001,13.068
0.5660000000000001,13.068
0.5670000000000001,13.028
0.5680000000000001,13.028
0.5690000000000001,12.517
0.5700000000000001,12.517
0.5710000000000001,12.517
0.5720000000000001,13.035
0.5730000000000001,13.035
0.5740000000000001,13.01
0.5750000000000001,13.01
0.5760000000000001,13.01
0.577,13.081
0.5780000000000001,13.081
0.579,13.13
0.5800000000000001,13.13
0.581,13.13
0.5820000000000001,13.213
0.583,13.213
0.5840000000000001,13.275
0.585,13.275
0.5860000000000001,13.275
0.587,12.744
0.5880000000000001,12.744
0.589,
0.5900000000000001,10.639
0.591,10.639
0.5920000000000001,11.433
0.593,11.433
0.5940000000000001,11.905
0.595,11.905
0.5960000000000001,11.905
0.597,12.502
0.5980000000000001,12.502
0.599,12.811
0.6000000000000001,12.811
0.601,12.811
0.6020000000000001,12.825
0.603,12.825
0.6040000000000001,12.917
0.605,12.917
0.6060000000000001,12.917
0.607,12.857
0.6080000000000001,12.857
0.609,12.797
0.61,12.797
0.611,12.797
0.612,12.682
0.613,12.682
0.614,12.565
0.615,12.565
0.616,12.565
0.617,12.733
0.618,12.733
0.619,12.896
0.62,12.896
0.621,12.896
0.622,12.795
0.623,12.795
0.624,12.693
0.625,12.693
0.626,12.693
0.627,12.494
0.628,12.494
0.629,12.273
0.63,12.273
0.631,12.273
0.632,12.455
0.633,12.455
0.634,12.683
0.635,12.683
0.636,12.683
0.637,12.72
0.638,12.72
0.639,12.763
0.64,12.763
0.641,12.763
0.642,12.707
0.643,12.707
0.644,12.601
0.645,12.601
0.646,12.601
0.647,11.886
0.648,11.886
0.649,12.346
0.65,12.346
0.651,12.346
0.652,11.779
0.653,11.779
0.654,11.523
0.655,11.523
0.656,11.523
0.657,11.651
0.658,11.651
0.659,12.371
0.66,12.371
0.661,12.371
0.662,12.496
0.663,12.496
0.664,12.646
0.665,12.646
0.666,12.646
0.667,12.606
0.668,12.606
0.669,12.566
0.67,12.566
0.671,
0.672,12.54
0.673,12.54
0.674,12.513
0.675,12.513
0.676,12.513
0.677,12.478
0.678,12.478
0.679,12.433
0.68,12.433
0.681,12.433
0.682,12.332
0.683,12.332
0.684,12.245
0.685,12.245
0.686,12.245
0.687,8.243
0.6880000000000001,8.243
0.6890000000000001,10.768
0.69,10.768
0.6910000000000001,10.768
0.692,11.296
0.6930000000000001,11.296
0.694,9.579
0.6950000000000001,9.579
0.696,9.579
0.6970000000000001,11.696
0.698,11.696
0.6990000000000001,10.582
0.7,10.582
0.7010000000000001,10.582
0.702,11.113
0.7030000000000001,11.113
0.704,11.509
0.7050000000000001,11.509
0.706,11.509
0.7070000000000001,11.268
0.708,11.268
0.7090000000000001,11.341
0.71,11.341
0.7110000000000001,11.341
0.712,11.501
0.7130000000000001,11.501
0.714,10.745
