lambda,radiance
0.4,140.202
0.401,
0.402,143.16
0.403,143.16
0.404,146.132
0.405,146.132
0.406,146.132
0.40700000000000003,150.201
0.40800000000000003,150.201
0.40900000000000003,154.304
0.41000000000000003,154.304
0.41100000000000003,154.304
0.41200000000000003,159.295
0.41300000000000003,159.295
0.41400000000000003,164.283
0.41500000000000004,164.283
0.41600000000000004,164.283
0.41700000000000004,162.635
0.41800000000000004,162.635
0.41900000000000004,160.916
0.42000000000000004,160.916
0.42100000000000004,160.916
0.42200000000000004,161.169
0.42300000000000004,161.169
0.42400000000000004,161.388
0.42500000000000004,161.388
0.42600000000000005,161.388
0.42700000000000005,153.461
0.42800000000000005,153.461
0.42900000000000005,145.363
0.43000000000000005,145.363
0.43100000000000005,145.363
0.43200000000000005,159.042
0.43300000000000005,159.042
0.43400000000000005,172.894
0.43500000000000005,172.894
0.43600000000000005,172.894
0.437,175.641
0.438,175.641
0.439,178.395
0.44,178.395
0.441,178.395
0.442,186.614
0.443,186.614
0.444,194.813
0.445,194.813
0.446,194.813
0.447,202.506
0.448,202.506
0.449,210.287
0.45,210.287
0.451,210.287
0.452,209.656
0.453,209.656
0.454,208.947
0.455,208.947
0.456,208.947
0.457,210.941
0.458,210.941
0.459,212.93
0.46,212.93
0.461,212.93
0.462,212.449
0.463,212.449
0.464,212.309
0.465,212.309
0.466,212.309
0.467,212.264
0.468,212.264
0.46900000000000003,211.85
0.47000000000000003,211.85
0.47100000000000003,
0.47200000000000003,214.487
0.47300000000000003,214.487
0.47400000000000003,216.976
0.47500000000000003,216.976
0.47600000000000003,216.976
0.47700000000000004,219.659
0.47800000000000004,219.659
0.47900000000000004,222.302
0.48000000000000004,222.302
0.48100000000000004,222.302
0.48200000000000004,213.412
0.48300000000000004,213.412
0.48400000000000004,204.507
0.48500000000000004,204.507
0.48600000000000004,204.507
0.48700000000000004,208.466
0.488,208.466
0.489,212.4
0.49,212.4
0.491,212.4
0.492,215.288
0.493,215.288
0.494,218.151
0.495,218.151
0.496,218.151
0.497,214.011
0.498,214.011
0.499,209.853
0.5,209.853
0.501,209.853
0.502,212.088
0.503,212.088
0.504,214.319
0.505,214.319
0.506,214.319
0.507,215.121
0.508,215.121
0.509,215.928
0.51,215.928
0.511,215.928
0.512,210.2
0.513,210.2
0.514,204.42
0.515,204.42
0.516,
0.517,203.449
0.518,203.449
0.519,202.399
0.52,202.399
0.521,202.399
0.522,205.746
0.523,205.746
0.524,209.073
0.525,209.073
0.526,209.073
0.527,211.868
0.528,211.868
0.529,214.571
0.53,214.571
0.531,214.571
0.532,213.885
0.533,213.885
0.534,213.487
0.535,213.487
0.536,213.487
0.537,211.196
0.538,211.196
0.539,208.886
0.54,208.886
0.541,208.886
0.542,210.584
0.543,210.584
0.544,212.192
0.545,212.192
0.546,212.192
0.547,211.889
0.548,211.889
0.549,211.546
0.55,211.546
0.551,
0.552,211.567
0.553,211.567
0.554,211.587
0.555,211.587
0.556,211.587
0.557,208.762
0.558,208.762
0.559,205.926
0.56,205.926
0.561,205.926
0.562,206.872
0.5630000000000001,206.872
0.5640000000000001,207.841
0.5650000000000001,207.841
0.5660000000000001,207.841
0.5670000000000001,207.013
0.5680000000000001,207.013
0.5690000000000001,198.699
0.5700000000000001,198.699
0.5710000000000001,198.699
0.5720000000000001,206.737
0.5730000000000001,206.737
0.5740000000000001,206.155
0.5750000000000001,206.155
0.5760000000000001,206.155
0.577,207.087
0.5780000000000001,207.087
0.579,207.675
0.5800000000000001,207.675
0.581,207.675
0.5820000000000001,208.794
0.583,208.794
0.5840000000000001,209.592
0.585,209.592
0.5860000000000001,209.592
0.587,201.041
0.5880000000000001,201.041
0.589,
0.5900000000000001,167.677
0.591,167.677
0.5920000000000001,180.062
0.593,180.062
0.5940000000000001,187.337
0.595,187.337
0.5960000000000001,187.337
0.597,196.577
0.5980000000000001,196.577
0.599,201.279
0.6000000000000001,201.279
0.601,201.279
0.6020000000000001,201.347
0.603,201.347
0.6040000000000001,202.642
0.605,202.642
0.6060000000000001,202.642
0.607,201.548
0.6080000000000001,201.548
0.609,200.452
0.61,200.452
0.611,200.452
0.612,198.509
0.613,198.509
0.614,196.537
0.615,196.537
0.616,196.537
0.617,199.018
0.618,199.018
0.619,201.417
0.62,201.417
0.621,201.417
0.622,199.704
0.623,199.704
0.624,197.969
0.625,197.969
0.626,197.969
0.627,194.727
0.628,194.727
0.629,191.154
0.63,191.154
0.631,191.154
0.632,193.856
0.633,193.856
0.634,197.286
0.635,197.286
0.636,197.286
0.637,197.731
0.638,197.731
0.639,198.282
0.64,198.282
0.641,198.282
0.642,197.298
0.643,197.298
0.644,195.535
0.645,195.535
0.646,195.535
0.647,184.338
0.648,184.338
0.649,191.348
0.65,191.348
0.651,191.348
0.652,182.454
0.653,182.454
0.654,178.398
0.655,178.398
0.656,178.398
0.657,180.265
0.658,180.265
0.659,191.306
0.66,191.306
0.661,191.306
0.662,193.128
0.663,193.128
0.664,195.34
0.665,195.34
0.666,195.34
0.667,194.613
0.668,194.613
0.669,193.889
0.67,193.889
0.671,
0.672,193.409
0.673,193.409
0.674,192.92
0.675,192.92
0.676,192.92
0.677,192.3
0.678,192.3
0.679,191.533
0.68,191.533
0.681,191.533
0.682,189.906
0.683,189.906
0.684,188.484
0.685,188.484
0.686,188.484
0.687,126.831
0.6880000000000001,126.831
0.6890000000000001,165.62
0.69,165.62
0.6910000000000001,165.62
0.692,173.681
0.6930000000000001,173.681
0.694,147.219
0.6950000000000001,147.219
0.696,147.219
0.6970000000000001,179.675
0.698,179.675
0.6990000000000001,162.5
0.7,162.5
0.7010000000000001,162.5
0.702,170.584
0.7030000000000001,170.584
0.704,176.582
0.7050000000000001,176.582
0.706,176.582
0.7070000000000001,172.815
0.708,172.815
0.7090000000000001,173.868
0.71,173.868
0.7110000000000001,173.868
0.712,176.244
0.7130000000000001,176.244
0.714,164.594
0.7150000000000001,164.594
0.716,164.594
0.7170000000000001,112.944
0.718,112.944
0.7190000000000001,97.723
0.72,97.723
0.7210000000000001,97.723
0.722,169.021
0.7230000000000001,169.021
0.724,128.336
0.7250000000000001,128.336
0.726,128.336
0.7270000000000001,121.523
0.728,121.523
0.7290000000000001,136.201
0.73,136.201
0.7310000000000001,136.201
0.732,148.637
0.7330000000000001,148.637
0.734,149.44
0.7350000000000001,149.44
0.736,149.44
0.7370000000000001,162.064
0.738,162.064
0.7390000000000001,156.379
0.74,156.379
0.7410000000000001,156.379
0.742,165.077
0.7430000000000001,165.077
0.744,171.02
0.7450000000000001,171.02
0.746,171.02
0.7470000000000001,170.439
0.748,170.439
0.7490000000000001,169.698
0.75,169.698
0.7510000000000001,169.698
0.752,169.038
0.753,169.038
0.754,168.376
0.755,168.376
0.756,168.376
0.757,167.592
0.758,167.592
0.759,37.011
0.76,37.011
0.761,
0.762,87.289
0.763,87.289
0.764,105.716
0.765,105.716
0.766,105.716
0.767,149.778
0.768,149.778
0.769,160.206
0.77,160.206
0.771,160.206
0.772,161.947
0.773,161.947
0.774,162.367
0.775,162.367
0.776,162.367
0.777,162.055
0.778,162.055
0.779,161.509
0.78,161.509
0.781,161.509
0.782,161.029
0.783,161.029
0.784,159.878
0.785,159.878
0.786,159.878
0.787,152.03
0.788,152.03
0.789,145.86
0.79,145.86
0.791,145.86
0.792,152.192
0.793,152.192
0.794,149.894
0.795,149.894
0.796,149.894
0.797,151.375
0.798,151.375
0.799,152.443
0.8,152.443
0.801,152.443
0.802,149.241
0.803,149.241
0.804,143.084
0.805,143.084
0.806,143.084
0.807,149.594
0.808,149.594
0.809,145.864
0.81,145.864
0.811,145.864
0.812,125.977
0.8130000000000001,125.977
0.8140000000000001,97.144
0.8150000000000001,97.144
0.8160000000000001,97.144
0.817,103.863
0.8180000000000001,103.863
0.819,104.878
0.8200000000000001,104.878
0.821,104.878
0.8220000000000001,80.933
0.823,80.933
0.8240000000000001,118.919
0.825,118.919
0.8260000000000001,118.919
0.827,106.863
0.8280000000000001,106.863
0.829,124.888
0.8300000000000001,124.888
0.831,124.888
0.8320000000000001,103.641
0.833,103.641
0.8340000000000001,131.623
0.835,131.623
0.8360000000000001,131.623
0.837,132.114
0.8380000000000001,132.114
0.839,134.07
0.8400000000000001,134.07
0.841,134.07
0.8420000000000001,141.595
0.843,141.595
0.8440000000000001,139.495
0.845,139.495
0.8460000000000001,139.495
0.847,138.061
0.8480000000000001,138.061
0.849,134.71
0.8500000000000001,134.71
0.851,134.71
0.8520000000000001,130.614
0.853,130.614
0.8540000000000001,129.225
0.855,129.225
0.8560000000000001,129.225
0.857,132.877
0.8580000000000001,132.877
0.859,138.646
0.8600000000000001,138.646
0.861,
0.8620000000000001,135.328
0.863,135.328
0.8640000000000001,132.133
0.865,132.133
0.8660000000000001,132.133
0.867,132.973
0.8680000000000001,132.973
0.869,133.893
0.8700000000000001,133.893
0.871,133.893
0.8720000000000001,136.223
0.873,136.223
0.8740000000000001,138.416
0.875,138.416
0.8760000000000001,138.416
0.877,137.4
0.8780000000000001,137.4
0.879,136.158
0.88,136.158
0.881,136.158
0.882,134.063
0.883,134.063
0.884,134.135
0.885,134.135
0.886,134.135
0.887,133.764
0.888,133.764
0.889,129.391
0.89,129.391
0.891,129.391
0.892,130.798
0.893,130.798
0.894,104.793
0.895,104.793
0.896,104.793
0.897,81.313
0.898,81.313
0.899,77.374
0.9,77.374
