lambda,radiance
0.4,15.04
0.401,
0.402,15.415
0.403,15.415
0.404,15.792
0.405,15.792
0.406,15.792
0.40700000000000003,16.29
0.40800000000000003,16.29
0.40900000000000003,16.793
0.41000000000000003,16.793
0.41100000000000003,16.793
0.41200000000000003,17.396
0.41300000000000003,17.396
0.41400000000000003,18.0
0.41500000000000004,18.0
0.41600000000000004,18.0
0.41700000000000004,17.877
0.41800000000000004,17.877
0.41900000000000004,17.745
0.42000000000000004,17.745
0.42100000000000004,17.745
0.42200000000000004,17.828
0.42300000000000004,17.828
0.42400000000000004,17.906
0.42500000000000004,17.906
0.42600000000000005,17.906
0.42700000000000005,17.078
0.42800000000000005,17.078
0.42900000000000005,16.224
0.43000000000000005,16.224
0.43100000000000005,16.224
0.43200000000000005,17.801
0.43300000000000005,17.801
0.43400000000000005,19.406
0.43500000000000005,19.406
0.43600000000000005,19.406
0.437,19.768
0.438,19.768
0.439,20.132
0.44,20.132
0.441,20.132
0.442,21.115
0.443,21.115
0.444,22.096
0.445,22.096
0.446,22.096
0.447,23.023
0.448,23.023
0.449,23.963
0.45,23.963
0.451,23.963
0.452,23.946
0.453,23.946
0.454,23.919
0.455,23.919
0.456,23.919
0.457,24.201
0.458,24.201
0.459,24.483
0.46,24.483
0.461,24.483
0.462,24.481
0.463,24.481
0.464,24.514
0.465,24.514
0.466,24.514
0.467,24.557
0.468,24.557
0.46900000000000003,24.559
0.47000000000000003,24.559
0.47100000000000003,
0.47200000000000003,24.916
0.47300000000000003,24.916
0.47400000000000003,25.256
0.47500000000000003,25.256
0.47600000000000003,25.256
0.47700000000000004,25.62
0.47800000000000004,25.62
0.47900000000000004,25.98
0.48000000000000004,25.98
0.48100000000000004,25.98
0.48200000000000004,24.989
0.48300000000000004,24.989
0.48400000000000004,23.991
0.48500000000000004,23.991
0.48600000000000004,23.991
0.48700000000000004,24.499
0.488,24.499
0.489,25.0
0.49,25.0
0.491,25.0
0.492,25.381
0.493,25.381
0.494,25.759
0.495,25.759
0.496,25.759
0.497,25.313
0.498,25.313
0.499,24.863
0.5,24.863
0.501,24.863
0.502,25.169
0.503,25.169
0.504,25.475
0.505,25.475
0.506,25.475
0.507,25.607
0.508,25.607
0.509,25.739
0.51,25.739
0.511,25.739
0.512,25.091
0.513,25.091
0.514,24.435
0.515,24.435
0.516,
0.517,24.355
0.518,24.355
0.519,24.265
0.52,24.265
0.521,24.265
0.522,24.702
0.523,24.702
0.524,25.138
0.525,25.138
0.526,25.138
0.527,25.512
0.528,25.512
0.529,25.875
0.53,25.875
0.531,25.875
0.532,25.829
0.533,25.829
0.534,25.814
0.535,25.814
0.536,25.814
0.537,25.57
0.538,25.57
0.539,25.323
0.54,25.323
0.541,25.323
0.542,25.561
0.543,25.561
0.544,25.789
0.545,25.789
0.546,25.789
0.547,25.785
0.548,25.785
0.549,25.775
0.55,25.775
0.551,
0.552,25.805
0.553,25.805
0.554,25.834
0.555,25.834
0.556,25.834
0.557,25.516
0.558,25.516
0.559,25.196
0.56,25.196
0.561,25.196
0.562,25.337
0.5630000000000001,25.337
0.5640000000000001,25.481
0.5650000000000001,25.481
0.5660000000000001,25.481
0.5670000000000001,25.405
0.5680000000000001,25.405
0.5690000000000001,24.461
0.5700000000000001,24.461
0.5710000000000001,24.461
0.5720000000000001,25.427
0.5730000000000001,25.427
0.5740000000000001,25.394
0.5750000000000001,25.394
0.5760000000000001,25.394
0.577,25.515
0.5780000000000001,25.515
0.579,25.594
0.5800000000000001,25.594
0.581,25.594
0.5820000000000001,25.748
0.583,25.748
0.5840000000000001,25.865
0.585,25.865
0.5860000000000001,25.865
0.587,24.859
0.5880000000000001,24.859
0.589,
0.5900000000000001,20.904
0.591,20.904
0.5920000000000001,22.406
0.593,22.406
0.5940000000000001,23.298
0.595,23.298
0.5960000000000001,23.298
0.597,24.392
0.5980000000000001,24.392
0.599,24.95
0.6000000000000001,24.95
0.601,24.95
0.6020000000000001,24.981
0.603,24.981
0.6040000000000001,25.155
0.605,25.155
0.6060000000000001,25.155
0.607,25.032
0.6080000000000001,25.032
0.609,24.908
0.61,24.908
0.611,24.908
0.612,24.678
0.613,24.678
0.614,24.444
0.615,24.444
0.616,24.444
0.617,24.763
0.618,24.763
0.619,25.074
0.62,25.074
0.621,25.074
0.622,24.872
0.623,24.872
0.624,24.667
0.625,24.667
0.626,24.667
0.627,24.3
0.628,24.3
0.629,23.884
0.63,23.884
0.631,23.884
0.632,24.222
0.633,24.222
0.634,24.636
0.635,24.636
0.636,24.636
0.637,24.694
0.638,24.694
0.639,24.763
0.64,24.763
0.641,24.763
0.642,24.656
0.643,24.656
0.644,24.456
0.645,24.456
0.646,24.456
0.647,23.122
0.648,23.122
0.649,23.957
0.65,23.957
0.651,23.957
0.652,22.885
0.653,22.885
0.654,22.38
0.655,22.38
0.656,22.38
0.657,22.628
0.658,22.628
0.659,23.966
0.66,23.966
0.661,23.966
0.662,24.2
0.663,24.2
0.664,24.479
0.665,24.479
0.666,24.479
0.667,24.397
0.668,24.397
0.669,24.314
0.67,24.314
0.671,
0.672,24.259
0.673,24.259
0.674,24.203
0.675,24.203
0.676,24.203
0.677,24.13
0.678,24.13
0.679,24.04
0.68,24.04
0.681,24.04
0.682,23.843
0.683,23.843
0.684,23.67
0.685,23.67
0.686,23.67
0.687,16.147
0.6880000000000001,16.147
0.6890000000000001,20.899
0.69,20.899
0.6910000000000001,20.899
0.692,21.901
0.6930000000000001,21.901
0.694,18.695
0.6950000000000001,18.695
0.696,18.695
0.6970000000000001,22.628
0.698,22.628
0.6990000000000001,20.547
0.7,20.547
0.7010000000000001,20.547
0.702,21.527
0.7030000000000001,21.527
0.704,22.27
0.7050000000000001,22.27
0.706,22.27
0.7070000000000001,21.825
0.708,21.825
0.7090000000000001,21.953
0.71,21.953
0.7110000000000001,21.953
0.712,22.234
0.7130000000000001,22.234
0.714,20.837
0.7150000000000001,20.837
0.716,20.837
0.7170000000000001,14.483
0.718,14.483
0.7190000000000001,12.579
0.72,12.579
0.7210000000000001,12.579
0.722,21.368
0.7230000000000001,21.368
0.724,16.414
0.7250000000000001,16.414
0.726,16.414
0.7270000000000001,15.542
0.728,15.542
0.7290000000000001,17.39
0.73,17.39
