lambda,radiance
0.4,6.688
0.401,
0.402,6.866
0.403,6.866
0.404,7.046
0.405,7.046
0.406,7.046
0.40700000000000003,7.279
0.40800000000000003,7.279
0.40900000000000003,7.516
0.41000000000000003,7.516
0.41100000000000003,7.516
0.41200000000000003,7.798
0.41300000000000003,7.798
0.41400000000000003,8.081
0.41500000000000004,8.081
0.41600000000000004,8.081
0.41700000000000004,8.037
0.41800000000000004,8.037
0.41900000000000004,7.989
0.42000000000000004,7.989
0.42100000000000004,7.989
0.42200000000000004,8.038
0.42300000000000004,8.038
0.42400000000000004,8.085
0.42500000000000004,8.085
0.42600000000000005,8.085
0.42700000000000005,7.721
0.42800000000000005,7.721
0.42900000000000005,7.345
0.43000000000000005,7.345
0.43100000000000005,7.345
0.43200000000000005,8.069
0.43300000000000005,8.069
0.43400000000000005,8.808
0.43500000000000005,8.808
0.43600000000000005,8.808
0.437,8.984
0.438,8.984
0.439,9.161
0.44,9.161
0.441,9.161
0.442,9.62
0.443,9.62
0.444,10.079
0.445,10.079
0.446,10.079
0.447,10.513
0.448,10.513
0.449,10.955
0.45,10.955
0.451,10.955
0.452,10.959
0.453,10.959
0.454,10.958
0.455,10.958
0.456,10.958
0.457,11.095
0.458,11.095
0.459,11.233
0.46,11.233
0.461,11.233
0.462,11.24
0.463,11.24
0.464,11.271
0.465,11.271
0.466,11.271
0.467,11.307
0.468,11.307
0.46900000000000003,11.318
0.47000000000000003,11.318
0.47100000000000003,
0.47200000000000003,11.489
0.47300000000000003,11.489
0.47400000000000003,11.651
0.47500000000000003,11.651
0.47600000000000003,11.651
0.47700000000000004,11.822
0.47800000000000004,11.822
0.47900000000000004,11.991
0.48000000000000004,11.991
0.48100000000000004,11.991
0.48200000000000004,11.539
0.48300000000000004,11.539
0.48400000000000004,11.085
0.48500000000000004,11.085
0.48600000000000004,11.085
0.48700000000000004,11.332
0.488,11.332
0.489,11.576
0.49,11.576
0.491,11.576
0.492,11.757
0.493,11.757
0.494,11.937
0.495,11.937
0.496,11.937
0.497,11.725
0.498,11.725
0.499,11.51
0.5,11.51
0.501,11.51
0.502,11.646
0.503,11.646
0.504,11.782
0.505,11.782
0.506,11.782
0.507,11.851
0.508,11.851
0.509,11.921
0.51,11.921
0.511,11.921
0.512,11.627
0.513,11.627
0.514,11.329
0.515,11.329
0.516,
0.517,11.29
0.518,11.29
0.519,11.245
0.52,11.245
0.521,11.245
0.522,11.444
0.523,11.444
0.524,11.641
0.525,11.641
0.526,11.641
0.527,11.808
0.528,11.808
0.529,11.968
0.53,11.968
0.531,11.968
0.532,11.94
0.533,11.94
0.534,11.934
0.535,11.934
0.536,11.934
0.537,11.822
0.538,11.822
0.539,11.708
0.54,11.708
0.541,11.708
0.542,11.818
0.543,11.818
0.544,11.922
0.545,11.922
0.546,11.922
0.547,11.917
0.548,11.917
0.549,11.909
0.55,11.909
0.551,
0.552,11.915
0.553,11.915
0.554,11.921
0.555,11.921
0.556,11.921
0.557,11.766
0.558,11.766
0.559,11.609
0.56,11.609
0.561,11.609
0.562,11.666
0.5630000000000001,11.666
0.5640000000000001,11.725
0.5650000000000001,11.725
0.5660000000000001,11.725
0.5670000000000001,11.682
0.5680000000000001,11.682
0.5690000000000001,11.09
0.5700000000000001,11.09
0.5710000000000001,11.09
0.5720000000000001,11.66
0.5730000000000001,11.66
0.5740000000000001,11.595
0.5750000000000001,11.595
0.5760000000000001,11.595
0.577,11.696
0.5780000000000001,11.696
0.579,11.774
0.5800000000000001,11.774
0.581,11.774
0.5820000000000001,11.86
0.583,11.86
0.5840000000000001,11.923
0.585,11.923
0.5860000000000001,11.923
0.587,11.376
0.5880000000000001,11.376
0.589,
0.5900000000000001,9.151
0.591,9.151
0.5920000000000001,9.962
0.593,9.962
0.5940000000000001,10.439
0.595,10.439
0.5960000000000001,10.439
0.597,11.132
0.5980000000000001,11.132
0.599,11.509
0.6000000000000001,11.509
0.601,11.509
0.6020000000000001,11.51
0.603,11.51
0.6040000000000001,11.604
0.605,11.604
0.6060000000000001,11.604
0.607,11.562
0.6080000000000001,11.562
0.609,11.519
0.61,11.519
0.611,11.519
0.612,11.43
0.613,11.43
0.614,11.339
0.615,11.339
0.616,11.339
0.617,11.504
0.618,11.504
0.619,11.663
0.62,11.663
0.621,11.663
0.622,11.584
0.623,11.584
0.624,11.504
0.625,11.504
0.626,11.504
0.627,11.271
0.628,11.271
0.629,11.038
0.63,11.038
0.631,11.038
0.632,11.236
0.633,11.236
0.634,11.515
0.635,11.515
0.636,11.515
0.637,11.576
0.638,11.576
0.639,11.648
0.64,11.648
0.641,11.648
0.642,11.594
0.643,11.594
0.644,11.479
0.645,11.479
