lambda,radiance
0.4,8.948
0.401,
0.402,9.164
0.403,9.164
0.404,9.381
0.405,9.381
0.406,9.381
0.40700000000000003,9.669
0.40800000000000003,9.669
0.40900000000000003,9.961
0.41000000000000003,9.961
0.41100000000000003,9.961
0.41200000000000003,10.311
0.41300000000000003,10.311
0.41400000000000003,10.663
0.41500000000000004,10.663
0.41600000000000004,10.663
0.41700000000000004,10.584
0.41800000000000004,10.584
0.41900000000000004,10.5
0.42000000000000004,10.5
0.42100000000000004,10.5
0.42200000000000004,10.544
0.42300000000000004,10.544
0.42400000000000004,10.586
0.42500000000000004,10.586
0.42600000000000005,10.586
0.42700000000000005,10.086
0.42800000000000005,10.086
0.42900000000000005,9.571
0.43000000000000005,9.571
0.43100000000000005,9.571
0.43200000000000005,10.491
0.43300000000000005,10.491
0.43400000000000005,11.424
0.43500000000000005,11.424
0.43600000000000005,11.424
0.437,11.625
0.438,11.625
0.439,11.827
0.44,11.827
0.441,11.827
0.442,12.392
0.443,12.392
0.444,12.958
0.445,12.958
0.446,12.958
0.447,13.493
0.448,13.493
0.449,14.04
0.45,14.04
0.451,14.04
0.452,14.021
0.453,14.021
0.454,13.99
0.455,13.99
0.456,13.99
0.457,14.117
0.458,14.117
0.459,14.244
0.46,14.244
0.461,14.244
0.462,14.205
0.463,14.205
0.464,14.245
0.465,14.245
0.466,14.245
0.467,14.3
0.468,14.3
0.46900000000000003,14.277
0.47000000000000003,14.277
0.47100000000000003,
0.47200000000000003,14.449
0.47300000000000003,14.449
0.47400000000000003,14.588
0.47500000000000003,14.588
0.47600000000000003,14.588
0.47700000000000004,14.733
0.47800000000000004,14.733
0.47900000000000004,14.868
0.48000000000000004,14.868
0.48100000000000004,14.868
0.48200000000000004,14.256
0.48300000000000004,14.256
0.48400000000000004,13.655
0.48500000000000004,13.655
0.48600000000000004,13.655
0.48700000000000004,13.951
0.488,13.951
0.489,14.252
0.49,14.252
0.491,14.252
0.492,14.434
0.493,14.434
0.494,14.611
0.495,14.611
0.496,14.611
0.497,14.248
0.498,14.248
0.499,13.888
0.5,13.888
0.501,13.888
0.502,13.949
0.503,13.949
0.504,14.01
0.505,14.01
0.506,14.01
0.507,14.075
0.508,14.075
0.509,14.143
0.51,14.143
0.511,14.143
0.512,13.767
0.513,13.767
0.514,13.386
0.515,13.386
0.516,
0.517,13.274
0.518,13.274
0.519,13.147
0.52,13.147
0.521,13.147
0.522,13.3
0.523,13.3
0.524,13.448
0.525,13.448
0.526,13.448
0.527,13.55
0.528,13.55
0.529,13.631
0.53,13.631
0.531,13.631
0.532,13.511
0.533,13.511
0.534,13.452
0.535,13.452
0.536,13.452
0.537,13.275
0.538,13.275
0.539,13.097
0.54,13.097
0.541,13.097
0.542,13.171
0.543,13.171
0.544,13.226
0.545,13.226
0.546,13.226
0.547,13.155
0.548,13.155
0.549,13.076
0.55,13.076
0.551,
