lambda,radiance
0.4,60.628
0.401,
0.402,62.044
0.403,62.044
0.404,63.471
0.405,63.471
0.406,63.471
0.40700000000000003,65.378
0.40800000000000003,65.378
0.40900000000000003,67.307
0.41000000000000003,67.307
0.41100000000000003,67.307
0.41200000000000003,69.628
0.41300000000000003,69.628
0.41400000000000003,71.951
0.41500000000000004,71.951
0.41600000000000004,71.951
0.41700000000000004,71.369
0.41800000000000004,71.369
0.41900000000000004,70.752
0.42000000000000004,70.752
0.42100000000000004,70.752
0.42200000000000004,70.998
0.42300000000000004,70.998
0.42400000000000004,71.228
0.42500000000000004,71.228
0.42600000000000005,71.228
0.42700000000000005,67.851
0.42800000000000005,67.851
0.42900000000000005,64.383
0.43000000000000005,64.383
0.43100000000000005,64.383
0.43200000000000005,70.562
0.43300000000000005,70.562
0.43400000000000005,76.838
0.43500000000000005,76.838
0.43600000000000005,76.838
0.437,78.189
0.438,78.189
0.439,79.546
0.44,79.546
0.441,79.546
0.442,83.347
0.443,83.347
0.444,87.137
0.445,87.137
0.446,87.137
0.447,90.71
0.448,90.71
0.449,94.334
0.45,94.334
0.451,94.334
0.452,94.184
0.453,94.184
0.454,93.991
0.455,93.991
0.456,93.991
0.457,94.992
0.458,94.992
0.459,95.991
0.46,95.991
0.461,95.991
0.462,95.877
0.463,95.877
0.464,95.967
0.465,95.967
0.466,95.967
0.467,96.106
0.468,96.106
0.46900000000000003,96.029
0.47000000000000003,96.029
0.47100000000000003,
0.47200000000000003,97.32
0.47300000000000003,97.32
0.47400000000000003,98.523
0.47500000000000003,98.523
0.47600000000000003,98.523
0.47700000000000004,99.81
0.47800000000000004,99.81
0.47900000000000004,101.073
0.48000000000000004,101.073
0.48100000000000004,101.073
0.48200000000000004,97.112
0.48300000000000004,97.112
0.48400000000000004,93.145
0.48500000000000004,93.145
0.48600000000000004,93.145
0.48700000000000004,95.07
0.488,95.07
0.489,96.981
0.49,96.981
0.491,96.981
0.492,98.368
0.493,98.368
0.494,99.742
0.495,99.742
0.496,99.742
0.497,97.848
0.498,97.848
0.499,95.944
0.5,95.944
0.501,95.944
0.502,96.96
0.503,96.96
0.504,97.974
0.505,97.974
0.506,97.974
0.507,98.429
0.508,98.429
0.509,98.887
0.51,98.887
0.511,98.887
0.512,96.336
0.513,96.336
0.514,93.755
0.515,93.755
0.516,
0.517,93.327
0.518,93.327
0.519,92.854
0.52,92.854
0.521,92.854
0.522,94.392
0.523,94.392
0.524,95.918
0.525,95.918
0.526,95.918
0.527,97.189
0.528,97.189
0.529,98.405
