lambda,radiance
0.4,0.136
0.401,
0.402,0.139
0.403,0.139
0.404,0.143
0.405,0.143
0.406,0.143
0.40700000000000003,0.148
0.40800000000000003,0.148
0.40900000000000003,0.153
0.41000000000000003,0.153
0.41100000000000003,0.153
0.41200000000000003,0.158
0.41300000000000003,0.158
0.41400000000000003,0.164
0.41500000000000004,0.164
0.41600000000000004,0.164
0.41700000000000004,0.163
0.41800000000000004,0.163
0.41900000000000004,0.162
0.42000000000000004,0.162
0.42100000000000004,0.162
0.42200000000000004,0.163
0.42300000000000004,0.163
0.42400000000000004,0.164
0.42500000000000004,0.164
0.42600000000000005,0.164
0.42700000000000005,0.157
0.42800000000000005,0.157
0.42900000000000005,0.149
0.43000000000000005,0.149
0.43100000000000005,0.149
0.43200000000000005,0.164
0.43300000000000005,0.164
0.43400000000000005,0.179
0.43500000000000005,0.179
0.43600000000000005,0.179
0.437,0.182
0.438,0.182
0.439,0.186
0.44,0.186
0.441,0.186
0.442,0.195
0.443,0.195
0.444,0.205
0.445,0.205
0.446,0.205
0.447,0.213
0.448,0.213
0.449,0.222
0.45,0.222
0.451,0.222
0.452,0.222
0.453,0.222
0.454,0.222
0.455,0.222
0.456,0.222
0.457,0.225
0.458,0.225
0.459,0.227
0.46,0.227
0.461,0.227
0.462,0.227
0.463,0.227
0.464,0.228
0.465,0.228
0.466,0.228
0.467,0.229
0.468,0.229
0.46900000000000003,0.229
0.47000000000000003,0.229
0.47100000000000003,
0.47200000000000003,0.232
0.47300000000000003,0.232
0.47400000000000003,0.235
0.47500000000000003,0.235
0.47600000000000003,0.235
0.47700000000000004,0.237
0.47800000000000004,0.237
0.47900000000000004,0.24
0.48000000000000004,0.24
0.48100000000000004,0.24
0.48200000000000004,0.231
0.48300000000000004,0.231
0.48400000000000004,0.221
0.48500000000000004,0.221
0.48600000000000004,0.221
0.48700000000000004,0.226
0.488,0.226
0.489,0.231
0.49,0.231
0.491,0.231
0.492,0.235
0.493,0.235
0.494,0.238
0.495,0.238
0.496,0.238
0.497,0.232
0.498,0.232
0.499,0.227
0.5,0.227
0.501,0.227
0.502,0.228
0.503,0.228
0.504,0.23
0.505,0.23
0.506,0.23
0.507,0.231
0.508,0.231
0.509,0.232
0.51,0.232
0.511,0.232
0.512,0.226
0.513,0.226
0.514,0.22
0.515,0.22
0.516,
0.517,0.219
0.518,0.219
0.519,0.217
0.52,0.217
0.521,0.217
0.522,0.22
0.523,0.22
0.524,0.223
0.525,0.223
0.526,0.223
0.527,0.225
0.528,0.225
0.529,0.226
0.53,0.226
0.531,0.226
0.532,0.225
0.533,0.225
0.534,0.224
0.535,0.224
0.536,0.224
0.537,0.221
0.538,0.221
0.539,0.219
0.54,0.219
0.541,0.219
0.542,0.22
0.543,0.22
0.544,0.221
0.545,0.221
0.546,0.221
0.547,0.22
0.548,0.22
0.549,0.219
0.55,0.219
0.551,
0.552,0.218
0.553,0.218
0.554,0.217
0.555,0.217
0.556,0.217
0.557,0.213
0.558,0.213
0.559,0.209
0.56,0.209
0.561,0.209
0.562,0.209
0.5630000000000001,0.209
0.5640000000000001,0.209
0.5650000000000001,0.209
0.5660000000000001,0.209
0.5670000000000001,0.207
0.5680000000000001,0.207
0.5690000000000001,0.186
0.5700000000000001,0.186
0.5710000000000001,0.186
0.5720000000000001,0.204
0.5730000000000001,0.204
0.5740000000000001,0.199
0.5750000000000001,0.199
0.5760000000000001,0.199
0.577,0.203
0.5780000000000001,0.203
0.579,0.207
0.5800000000000001,0.207
0.581,0.207
0.5820000000000001,0.21
0.583,0.21
0.5840000000000001,0.211
0.585,0.211
0.5860000000000001,0.211
0.587,0.195
0.5880000000000001,0.195
0.589,
0.5900000000000001,0.136
0.591,0.136
0.5920000000000001,0.155
0.593,0.155
0.5940000000000001,0.166
0.595,0.166
0.5960000000000001,0.166
0.597,0.189
0.5980000000000001,0.189
0.599,0.202
0.6000000000000001,0.202
0.601,0.202
0.6020000000000001,0.201
0.603,0.201
0.6040000000000001,0.203
0.605,0.203
0.6060000000000001,0.203
0.607,0.203
0.6080000000000001,0.203
0.609,0.203
0.61,0.203
0.611,0.203
0.612,0.203
0.613,0.203
0.614,0.202
0.615,0.202
0.616,0.202
