lambda,radiance
0.4,6.098
0.401,
0.402,6.258
0.403,6.258
0.404,6.42
0.405,6.42
0.406,6.42
0.40700000000000003,6.63
0.40800000000000003,6.63
0.40900000000000003,6.844
0.41000000000000003,6.844
0.41100000000000003,6.844
0.41200000000000003,7.098
0.41300000000000003,7.098
0.41400000000000003,7.354
0.41500000000000004,7.354
0.41600000000000004,7.354
0.41700000000000004,7.314
0.41800000000000004,7.314
0.41900000000000004,7.269
0.42000000000000004,7.269
0.42100000000000004,7.269
0.42200000000000004,7.312
0.42300000000000004,7.312
0.42400000000000004,7.354
0.42500000000000004,7.354
0.42600000000000005,7.354
0.42700000000000005,7.021
0.42800000000000005,7.021
0.42900000000000005,6.676
0.43000000000000005,6.676
0.43100000000000005,6.676
0.43200000000000005,7.331
0.43300000000000005,7.331
0.43400000000000005,7.999
0.43500000000000005,7.999
0.43600000000000005,7.999
0.437,8.156
0.438,8.156
0.439,8.313
0.44,8.313
0.441,8.313
0.442,8.727
0.443,8.727
0.444,9.141
0.445,9.141
0.446,9.141
0.447,9.534
0.448,9.534
0.449,9.935
0.45,9.935
0.451,9.935
0.452,9.937
0.453,9.937
0.454,9.932
0.455,9.932
0.456,9.932
0.457,10.047
0.458,10.047
0.459,10.161
0.46,10.161
0.461,10.161
0.462,10.158
0.463,10.158
0.464,10.193
0.465,10.193
0.466,10.193
0.467,10.236
0.468,10.236
0.46900000000000003,10.239
0.47000000000000003,10.239
0.47100000000000003,
0.47200000000000003,10.386
0.47300000000000003,10.386
0.47400000000000003,10.516
0.47500000000000003,10.516
0.47600000000000003,10.516
0.47700000000000004,10.653
0.47800000000000004,10.653
0.47900000000000004,10.785
0.48000000000000004,10.785
0.48100000000000004,10.785
0.48200000000000004,10.367
0.48300000000000004,10.367
0.48400000000000004,9.951
0.48500000000000004,9.951
0.48600000000000004,9.951
0.48700000000000004,10.176
0.488,10.176
0.489,10.401
0.49,10.401
0.491,10.401
0.492,10.555
0.493,10.555
0.494,10.707
0.495,10.707
0.496,10.707
0.497,10.485
0.498,10.485
0.499,10.262
0.5,10.262
0.501,10.262
0.502,10.351
0.503,10.351
0.504,10.44
0.505,10.44
0.506,10.44
0.507,10.5
0.508,10.5
0.509,10.562
0.51,10.562
0.511,10.562
0.512,10.297
0.513,10.297
0.514,10.028
0.515,10.028
0.516,
0.517,9.974
0.518,9.974
0.519,9.911
0.52,9.911
0.521,9.911
0.522,10.062
0.523,10.062
0.524,10.21
0.525,10.21
0.526,10.21
0.527,10.326
0.528,10.326
0.529,10.433
0.53,10.433
0.531,10.433
0.532,10.38
0.533,10.38
0.534,10.36
0.535,10.36
0.536,10.36
0.537,10.248
0.538,10.248
0.539,10.134
0.54,10.134
0.541,10.134
0.542,10.216
0.543,10.216
0.544,10.287
0.545,10.287
0.546,10.287
0.547,10.262
0.548,10.262
0.549,10.233
0.55,10.233
0.551,
0.552,10.21
0.553,10.21
0.554,10.188
0.555,10.188
0.556,10.188
0.557,10.026
0.558,10.026
0.559,9.864
0.56,9.864
0.561,9.864
0.562,9.884
0.5630000000000001,9.884
0.5640000000000001,9.907
0.5650000000000001,9.907
0.5660000000000001,9.907
0.5670000000000001,9.845
0.5680000000000001,9.845
0.5690000000000001,9.041
0.5700000000000001,9.041
0.5710000000000001,9.041
0.5720000000000001,9.743
0.5730000000000001,9.743
0.5740000000000001,9.581
0.5750000000000001,9.581
0.5760000000000001,9.581
0.577,9.741
0.5780000000000001,9.741
0.579,9.878
0.5800000000000001,9.878
0.581,9.878
0.5820000000000001,9.973
0.583,9.973
0.5840000000000001,10.034
0.585,10.034
0.5860000000000001,10.034
0.587,9.411
0.5880000000000001,9.411
0.589,
0.5900000000000001,6.944
0.591,6.944
0.5920000000000001,7.775
0.593,7.775
0.5940000000000001,8.257
0.595,8.257
0.5960000000000001,8.257
0.597,9.136
0.5980000000000001,9.136
0.599,9.649
0.6000000000000001,9.649
0.601,9.649
0.6020000000000001,9.613
0.603,9.613
0.6040000000000001,9.714
0.605,9.714
0.6060000000000001,9.714
0.607,9.7
0.6080000000000001,9.7
0.609,9.686
0.61,9.686
0.611,9.686
0.612,9.639
0.613,9.639
0.614,9.59
0.615,9.59
0.616,9.59
0.617,9.757
0.618,9.757
0.619,9.916
0.62,9.916
0.621,9.916
0.622,9.872
0.623,9.872
0.624,9.826
0.625,9.826
0.626,9.826
0.627,9.507
0.628,9.507
0.629,9.248
0.63,9.248
0.631,9.248
0.632,9.467
0.633,9.467
0.634,9.867
0.635,9.867
0.636,9.867
0.637,9.977
0.638,9.977
0.639,10.116
0.64,10.116
0.641,10.116
0.642,10.057
0.643,10.057
0.644,9.913
0.645,9.913
0.646,9.913
0.647,8.989
0.648,8.989
0.649,9.732
