lambda,radiance
0.4,84.385
0.401,
0.402,86.319
0.403,86.319
0.404,88.263
0.405,88.263
0.406,88.263
0.40700000000000003,90.872
0.40800000000000003,90.872
0.40900000000000003,93.506
0.41000000000000003,93.506
0.41100000000000003,93.506
0.41200000000000003,96.684
0.41300000000000003,96.684
0.41400000000000003,99.867
0.41500000000000004,99.867
0.41600000000000004,99.867
0.41700000000000004,99.015
0.41800000000000004,99.015
0.41900000000000004,98.113
0.42000000000000004,98.113
0.42100000000000004,98.113
0.42200000000000004,98.409
0.42300000000000004,98.409
0.42400000000000004,98.68
0.42500000000000004,98.68
0.42600000000000005,98.68
0.42700000000000005,93.962
0.42800000000000005,93.962
0.42900000000000005,89.124
0.43000000000000005,89.124
0.43100000000000005,89.124
0.43200000000000005,97.639
0.43300000000000005,97.639
0.43400000000000005,106.279
0.43500000000000005,106.279
0.43600000000000005,106.279
0.437,108.102
0.438,108.102
0.439,109.93
0.44,109.93
0.441,109.93
0.442,115.131
0.443,115.131
0.444,120.324
0.445,120.324
0.446,120.324
0.447,125.211
0.448,125.211
0.449,130.158
0.45,130.158
0.451,130.158
0.452,129.901
0.453,129.901
0.454,129.594
0.455,129.594
0.456,129.594
0.457,130.969
0.458,130.969
0.459,132.34
0.46,132.34
0.461,132.34
0.462,132.175
0.463,132.175
0.464,132.201
0.465,132.201
0.466,132.201
0.467,132.28
0.468,132.28
0.46900000000000003,132.144
0.47000000000000003,132.144
0.47100000000000003,
0.47200000000000003,133.916
0.47300000000000003,133.916
0.47400000000000003,135.603
0.47500000000000003,135.603
0.47600000000000003,135.603
0.47700000000000004,137.415
0.47800000000000004,137.415
0.47900000000000004,139.204
0.48000000000000004,139.204
0.48100000000000004,139.204
0.48200000000000004,133.758
0.48300000000000004,133.758
0.48400000000000004,128.287
0.48500000000000004,128.287
0.48600000000000004,128.287
0.48700000000000004,130.868
0.488,130.868
0.489,133.427
0.49,133.427
0.491,133.427
0.492,135.343
0.493,135.343
0.494,137.246
0.495,137.246
0.496,137.246
0.497,134.764
0.498,134.764
0.499,132.263
0.5,132.263
0.501,132.263
0.502,133.79
0.503,133.79
0.504,135.316
0.505,135.316
0.506,135.316
0.507,135.907
0.508,135.907
0.509,136.499
0.51,136.499
0.511,136.499
0.512,132.962
0.513,132.962
0.514,129.387
0.515,129.387
0.516,
0.517,128.87
0.518,128.87
0.519,128.304
0.52,128.304
0.521,128.304
0.522,130.526
0.523,130.526
0.524,132.738
0.525,132.738
0.526,132.738
0.527,134.619
0.528,134.619
0.529,136.446
0.53,136.446
0.531,136.446
0.532,136.114
0.533,136.114
0.534,135.948
0.535,135.948
0.536,135.948
0.537,134.574
0.538,134.574
0.539,133.185
0.54,133.185
